producer_id,npn,first_name,last_name,email_address,status,agency_id,agency_name,agency_parent_id,lic_state,lic_number,lic_class,lic_status,lic_eff,lic_exp,tax_id,updated_ts
AGT_40002,7594511,Amely,Gottlieb-Schaden,amely.gottliebschaden@premier.com,active,AGY_7000,Premier Group,,TX,LIC-79951,NON_RESIDENT,ACTIVE,2024-02-25,2026-02-25,179-88-1633,2026-09-13T15:39:00Z
AGT_40002,7594511,Amely,Gottlieb-Schaden,amely.gottliebschaden@premier.com,active,AGY_7000,Premier Group,,CA,LIC-87149,RESIDENT,ACTIVE,2025-07-07,2027-07-07,179-88-1633,2026-09-13T15:39:00Z
AGT_39004,8700391,Sage,MacGyver-Wuckert,sage.macgyverwuckert@marrowfield.com,ACTIVE,AGY_7003,Marrowfield Holdings,,OH,LIC-36695,NON_RESIDENT,ACTIVE,2025-03-28,2027-03-28,826-87-6960,2026-09-13T18:18:00Z
AGT_39004,8700391,Sage,MacGyver-Wuckert,sage.macgyverwuckert@marrowfield.com,ACTIVE,AGY_7003,Marrowfield Holdings,,NY,LIC-68793,RESIDENT,ACTIVE,2026-09-28,2028-09-28,826-87-6960,2026-09-13T18:18:00Z
AGT_40005,3758162,Tina,Rowe,tina.rowe@vermillion.com,ACTIVE,AGY_7007,Vermillion Holdings,,NY,LIC-21125,NON_RESIDENT,EXPIRED,2021-01-02,2023-01-02,800-79-3327,2026-09-13T15:54:00Z
AGT_40005,3758162,Tina,Rowe,tina.rowe@vermillion.com,ACTIVE,AGY_7007,Vermillion Holdings,,TX,LIC-99382,NON_RESIDENT,ACTIVE,2025-03-12,2027-03-12,800-79-3327,2026-09-13T15:54:00Z
AGT_40006,3777059,Fatima,Volkman,fatima.volkman80@alder.com,ACTIVE,AGY_7118,Alder Bay Insurance Group,AGY_7001,OH,LIC-58892,RESIDENT,ACTIVE,2024-03-25,2026-03-25,616-91-5794,2026-09-13T20:56:00Z
AGT_40006,3777059,Fatima,Volkman,fatima.volkman80@alder.com,ACTIVE,AGY_7118,Alder Bay Insurance Group,AGY_7001,AZ,LIC-80026,NON_RESIDENT,ACTIVE,2026-03-03,2028-03-03,616-91-5794,2026-09-13T20:56:00Z
AGT_40007,8726561,Braxton,Bins,braxton.bins89@cardinal.com,ACTIVE,AGY_7102,Cardinal Underwriters,AGY_7001,NY,LIC-98053,RESIDENT,ACTIVE,2025-12-19,2027-12-19,231-52-9509,2026-09-13T19:55:00Z
AGT_40007,8726561,Braxton,Bins,braxton.bins89@cardinal.com,ACTIVE,AGY_7102,Cardinal Underwriters,AGY_7001,PA,LIC-40398,RESIDENT,ACTIVE,2025-02-13,2027-02-13,231-52-9509,2026-09-13T19:55:00Z
AGT_40008,9889341,Raymond,Ullrich,raymond.ullrich58@belmont.com,active,AGY_7156,Belmont Row Insurance Partners,AGY_7007,AZ,LIC-28356,RESIDENT,ACTIVE,2024-05-07,2026-05-07,727-30-9386,2026-09-13T06:10:00Z
AGT_40008,9889341,Raymond,Ullrich,raymond.ullrich58@belmont.com,active,AGY_7156,Belmont Row Insurance Partners,AGY_7007,OH,LIC-45774,RESIDENT,ACTIVE,2024-04-08,2026-04-08,727-30-9386,2026-09-13T06:10:00Z
AGT_40013,7880347,Oda,Toy,oda.toy58@havenbrook.com,A,AGY_7124,Havenbrook Insurance Partners,AGY_7007,NY,LIC-92847,RESIDENT,ACTIVE,2025-05-06,2027-05-06,849-44-1297,2026-09-13T22:49:00Z
AGT_40013,7880347,Oda,Toy,oda.toy58@havenbrook.com,A,AGY_7124,Havenbrook Insurance Partners,AGY_7007,FL,LIC-18391,NON_RESIDENT,ACTIVE,2024-03-20,2026-03-20,849-44-1297,2026-09-13T22:49:00Z
AGT_40020,2323960,Kenya,Steuber,kenya.steuber24@lakeshore.com,active,AGY_7112,Lakeshore Risk Partners,AGY_7003,OR,LIC-37653,RESIDENT,ACTIVE,2024-05-24,2026-05-24,689-39-4320,2026-09-13T17:14:00Z
AGT_40020,2323960,Kenya,Steuber,kenya.steuber24@lakeshore.com,active,AGY_7112,Lakeshore Risk Partners,AGY_7003,NV,LIC-78674,RESIDENT,ACTIVE,2026-08-13,2028-08-13,689-39-4320,2026-09-13T17:14:00Z
