producer_id,npn,first_name,last_name,email_address,status,agency_id,agency_name,agency_parent_id,lic_state,lic_number,lic_class,lic_status,lic_eff,lic_exp,tax_id,updated_ts
AGT_39003,2881153,Casey,Rempel,casey.rempel@stanbridge.com,ACTIVE,AGY_7002,Stanbridge Holdings,,OR,LIC-13045,NON_RESIDENT,ACTIVE,2025-04-14,2027-04-14,837-27-6013,2026-09-12T11:38:00Z
AGT_39003,2881153,Casey,Rempel,casey.rempel@stanbridge.com,ACTIVE,AGY_7002,Stanbridge Holdings,,PA,LIC-26499,NON_RESIDENT,SUSPENDED,2025-11-17,2027-11-17,837-27-6013,2026-09-12T11:38:00Z
AGT_39007,4288769,Matilda,Kulas,matilda.kulas@oxbow.com,ACTIVE,AGY_7006,Oxbow Group,,CA,LIC-50737,RESIDENT,ACTIVE,2026-09-15,2028-09-15,424-74-8364,2026-09-12T09:45:00Z
AGT_39007,4288769,Matilda,Kulas,matilda.kulas@oxbow.com,ACTIVE,AGY_7006,Oxbow Group,,NY,LIC-15011,NON_RESIDENT,EXPIRED,2022-07-23,2024-07-23,424-74-8364,2026-09-12T09:45:00Z
AGT_40009,8792610,Travis,White,travis.white37@hollyfield.com,TERMINATED,AGY_7137,Hollyfield Insurance Partners,AGY_7004,TX,LIC-67923,SURPLUS_LINES,ACTIVE,2026-09-23,2028-09-23,876-59-3532,2026-09-12T09:47:00Z
AGT_40009,8792610,Travis,White,travis.white37@hollyfield.com,TERMINATED,AGY_7137,Hollyfield Insurance Partners,AGY_7004,PA,LIC-36911,RESIDENT,ACTIVE,2025-04-11,2027-04-11,876-59-3532,2026-09-12T09:47:00Z
AGT_40012,1566147,Hilton,Von,hilton.von78@kestrel.com,TERMINATED,AGY_7140,Kestrel Brokerage,AGY_7007,IL,LIC-57301,LIMITED_LINES,ACTIVE,2024-01-16,2026-01-16,396-23-7027,2026-09-12T20:09:00Z
AGT_40012,1566147,Hilton,Von,hilton.von78@kestrel.com,TERMINATED,AGY_7140,Kestrel Brokerage,AGY_7007,PA,LIC-50977,SURPLUS_LINES,ACTIVE,2026-08-06,2028-08-06,396-23-7027,2026-09-12T20:09:00Z
AGT_40016,4690596,Jett,Ledner,jett.ledner@silverline.com,active,AGY_7114,Silverline Assurance,AGY_7900,FL,LIC-73444,RESIDENT,ACTIVE,2024-06-18,2026-06-18,790-16-7009,2026-09-12T18:15:00Z
AGT_40016,4690596,Jett,Ledner,jett.ledner@silverline.com,active,AGY_7114,Silverline Assurance,AGY_7900,NV,LIC-50128,NON_RESIDENT,EXPIRED,2022-03-06,2024-03-06,790-16-7009,2026-09-12T18:15:00Z
AGT_40019,3878789,Genoveva,Kirlin-McLaughlin,genoveva.kirlinmclaughlin94@westmoor.com,active,AGY_7123,Westmoor Insurance Partners,AGY_7006,NV,LIC-64433,SURPLUS_LINES,ACTIVE,2024-02-22,2026-02-22,172-33-3854,2026-09-12T15:47:00Z
AGT_40019,3878789,Genoveva,Kirlin-McLaughlin,genoveva.kirlinmclaughlin94@westmoor.com,active,AGY_7123,Westmoor Insurance Partners,AGY_7006,TX,LIC-31302,RESIDENT,ACTIVE,2026-07-10,2028-07-10,172-33-3854,2026-09-12T15:47:00Z
AGT_40027,5346702,Isaac,King,isaac.king54@havenbrook.com,ACTIVE,AGY_7124,Havenbrook Insurance Partners,AGY_7007,OH,LIC-85968,SURPLUS_LINES,ACTIVE,2026-01-12,2028-01-12,565-48-2598,2026-09-12T10:55:00Z
AGT_40027,5346702,Isaac,King,isaac.king54@havenbrook.com,ACTIVE,AGY_7124,Havenbrook Insurance Partners,AGY_7007,OR,LIC-81049,RESIDENT,EXPIRED,2023-03-04,2025-03-04,565-48-2598,2026-09-12T10:55:00Z
